# file produced from stan branch - Group-Studies---Exoplanets\Code\filtering_code_stan.ipynb
# on 22/01/2026 at 15:08
#
# WHAT HAS BEEN DONE/FILTERED
# kept only the columns needed for analysis and uncertainty calculations
# removed planets with no measured mass, zero/invalid mass uncertainties, or flagged as mass limits
# removed planets with no measured radius, zero/invalid radius uncertainties, or flagged as radius limits
# removed planets where the host star has missing radius, mass, temperature, metallicity, or j-mag
# removed planets flagged as controversial
# removed planets where stellar temperature, radius, semi-major axis, or j-mag uncertainties are missing or zero
#
#^note: doing the line above takes out 70 planets almost all from sm axis Unc
# which are all kepler planets so faint anyway so low TSM a lot of the 
# existing values for sm axis come from KOI catalogue rather than confirmed planet catalogue
#
# computed average uncertainties for mass, radius, stellar temp, stellar radius, semi-major axis, and j-mag
# computed planet surface gravity in cgs units
# computed absolute error on planet gravity from mass and radius uncertainties
# filtered planets to only those with radii between 1.5 and 4 earth radii (sub-neptunes)
# computed equilibrium temperature (teq) assuming full heat redistribution and a bond albedo of 0.3
# computed fractional uncertainties for teq based on stellar and orbital uncertainties
# computed transmission spectroscopy metric (tsm) for each planet
# computed fractional uncertainties for tsm based on planet, stellar, and teq uncertainties
#
# INDEXED COLUMNS
#
# COLUMN pl_name:             Planet Name
# COLUMN pl_orbper:           Orbital Period [days]
# COLUMN pl_orbsmax:          Orbit Semi-Major Axis [au]
# COLUMN pl_bmasse:           Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_rade:             Planet Radius [Earth Radius]
# COLUMN pl_radelim:          Planet Radius Limit Flag
# COLUMN pl_radeerr1:         Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:         Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_trandep:          Transit Depth [%]
# COLUMN pl_trandur:          Transit Duration [hours]
# COLUMN pl_bmasselim:        Planet Mass or Mass*sin(i) Limit Flag
# COLUMN pl_bmasseerr2:       Planet Mass or Mass*sin(i) Lower Unc. [Earth Mass]
# COLUMN pl_bmasseerr1:       Planet Mass or Mass*sin(i) Upper Unc. [Earth Mass]
# COLUMN pl_orbeccen:         Orbital Eccentricity
# COLUMN pl_orbincl:          Orbital Inclination [deg]
# COLUMN st_rad:              Stellar Radius [Solar Radius]
# COLUMN st_mass:             Stellar Mass [Solar Mass]
# COLUMN st_teff:             Stellar Effective Temperature [K]
# COLUMN pl_ratror:           Ratio of Planet Radius to Stellar Radius
# COLUMN st_met:              Stellar Metallicity [dex]
# COLUMN st_metlim:           Stellar Metallicity Limit Flag
# COLUMN sy_jmag:             J (2MASS) Magnitude
# COLUMN discoverymethod:     Discovery Method
# COLUMN pl_controv_flag:     Controversial Flag
# COLUMN st_tefferr1:         Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:         Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_raderr1:          Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:          Stellar Radius Lower Unc. [Solar Radius]
# COLUMN pl_orbsmaxerr1:      Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2:      Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN sy_jmagerr1:         J Magnitude Upper Unc.
# COLUMN sy_jmagerr2:         J Magnitude Lower Unc.
# COLUMN pl_bmasseerr_avg:    Planet Mass 1σ Average Error [Earth Mass]
# COLUMN pl_radeerr_avg:      Planet Radius 1σ Average Error [Earth Radius]
# COLUMN st_tefferr_avg:      Stellar Effective Temperature 1σ Average Error [K]
# COLUMN st_raderr_avg:       Stellar Radius 1σ Average Error [Solar Radius]
# COLUMN pl_orbsmaxerr_avg:   Orbit Semi-Major Axis 1σ Average Error [au]
# COLUMN sy_jmagerr_avg:      J Magnitude 1σ Average Error
# COLUMN g_planet_cgs:        Planet Surface Gravity [cm/s²]
# COLUMN g_planet_cgs_err:    Planet Surface Gravity 1σ Error [cm/s²]
# COLUMN pl_Teq:              Planet Equilibrium Temperature [K]
# COLUMN pl_Teq_err:          Planet Equilibrium Temperature 1σ Error [K]
# COLUMN pl_tsm:              Transmission Spectroscopy Metric (TSM)
# COLUMN pl_tsm_err:          TSM 1σ Error
#
pl_name,pl_orbper,pl_orbsmax,pl_bmasse,pl_rade,pl_radelim,pl_radeerr1,pl_radeerr2,pl_trandep,pl_trandur,pl_bmasselim,pl_bmasseerr2,pl_bmasseerr1,pl_orbeccen,pl_orbincl,st_rad,st_mass,st_teff,pl_ratror,st_met,st_metlim,sy_jmag,discoverymethod,pl_controv_flag,st_tefferr1,st_tefferr2,st_raderr1,st_raderr2,pl_orbsmaxerr1,pl_orbsmaxerr2,sy_jmagerr1,sy_jmagerr2,pl_bmasseerr_avg,pl_radeerr_avg,st_tefferr_avg,st_raderr_avg,pl_orbsmaxerr_avg,sy_jmagerr_avg,g_planet_cgs,g_planet_cgs_err,pl_Teq,pl_Teq_err,pl_tsm,pl_tsm_err
TOI-1758 b,20.705074685,0.141409,6.9,3.62,0.0,0.337,-0.269,0.1822,3.6727,0.0,-6.3,6.2,0.0,,0.81,0.88,5169.0,0.0406,-0.02,0.0,9.315,Transit,0.0,122.0,-122.0,0.05,-0.05,0.005424,-0.005863,0.023,-0.023,6.25,0.30300000000000005,122.0,0.05,0.0056435,0.023,517.061571998339,476.2842326047678,545.6554296510881,23.833638583321772,100.33097527167973,95.22375341572915
TOI-1759 b,18.85019,0.1177,10.8,3.14,0.0,0.1,-0.1,0.261,3.23,0.0,-1.5,1.5,0.0,89.72,0.597,0.606,4065.0,0.0483,0.05,0.0,8.771,Transit,0.0,51.0,-51.0,0.015,-0.015,0.0038,-0.0038,0.043,-0.043,1.5,0.1,51.0,0.015,0.0038,0.043,1075.6593878375047,164.35809053283245,403.8010548363269,9.689689737206301,73.21396802376896,13.078772719224093
TOI-178 c,3.238486,0.037,4.64,1.754,0.0,0.032,-0.04,0.05908,1.95,0.0,-0.53,0.52,0.00032,88.4,0.662,0.647,4316.0,0.02431,-0.23,0.0,9.372,Transit,0.0,70.0,-70.0,0.01,-0.01,0.0011,-0.0011,0.021,-0.021,0.525,0.036000000000000004,70.0,0.01,0.0011,0.021,1481.047935316525,178.2628393863517,805.2255259396612,18.730054032257463,35.953641733192114,4.8425110719675635
TOI-178 d,6.557569,0.0592,5.2,2.695,0.0,0.041,-0.046,0.13964,2.346,0.0,-0.43,0.39,0.0068,88.58,0.662,0.647,4316.0,0.03737,-0.23,0.0,9.372,Transit,0.0,70.0,-70.0,0.01,-0.01,0.0018,-0.0018,0.021,-0.021,0.41000000000000003,0.0435,70.0,0.01,0.0018,0.021,703.0660340060563,59.90041632770249,636.586673019081,14.945760816752662,91.99941664807046,9.254509094843351
TOI-178 e,9.96318,0.0783,3.48,2.301,0.0,0.038,-0.039,0.10181,2.501,0.0,-0.29,0.29,0.00038,88.71,0.662,0.647,4316.0,0.03191,-0.23,0.0,9.372,Transit,0.0,70.0,-70.0,0.01,-0.01,0.0023,-0.0024,0.021,-0.021,0.29,0.0385,70.0,0.01,0.0023499999999999997,0.021,645.4406578184438,57.96137760532941,553.5253493881711,12.925550224020773,74.39824535118571,7.80847874986163
TOI-178 f,15.23335,0.1039,5.63,2.417,0.0,0.041,-0.048,0.11231,2.348,0.0,-0.41,0.45,0.00045,88.723,0.662,0.647,4316.0,0.03351,-0.23,0.0,9.372,Transit,0.0,70.0,-70.0,0.01,-0.01,0.0031,-0.0031,0.021,-0.021,0.43,0.0445,70.0,0.01,0.0031,0.021,946.3796794092626,80.24314776170628,480.5190634891546,11.19356929830822,46.268641104179785,4.725985672547288
TOI-178 g,20.71663,0.1275,4.4,2.939,0.0,0.057,-0.055,0.16605,2.167,0.0,-0.37,0.39,0.00043,88.823,0.662,0.647,4316.0,0.04075,-0.23,0.0,9.372,Transit,0.0,70.0,-70.0,0.01,-0.01,0.0038,-0.0039,0.021,-0.021,0.38,0.056,70.0,0.01,0.00385,0.021,500.22318474269565,47.21988323995504,433.7737863703845,10.154787448740388,97.61203700185746,10.817117729960142
TOI-1794 b,8.765528,0.082,8.7,3.29701268,0.0,0.16656615,-0.13651409,0.05726987,3.9154065,0.0,-4.0,4.1,0.0,,1.3162,0.9698,5631.0,0.02296595,0.035,0.0,9.094,Transit,0.0,78.0,-74.0,0.023,-0.023,0.002,-0.002,0.026,-0.026,4.05,0.15154012,76.0,0.023,0.002,0.026,785.9380778140901,372.93290880967857,995.0559694080519,20.07997949529483,45.968073781588735,22.401671173666696
TOI-1798.01,8.021522331,0.074984,6.5,2.448,0.0,0.319,-0.194,0.08823089,3.1324,0.0,-2.0,2.0,0.0,,0.78,0.87,5165.0,0.0285,0.073,0.0,9.798,Transit,0.0,104.0,-104.0,0.04,-0.04,0.002966,-0.00322,0.023,-0.023,2.0,0.2565,104.0,0.04,0.0030930000000000003,0.023,1065.1256472947848,396.5207677678987,734.752868454081,28.345348090802098,37.69150802126827,17.09063372751886
TOI-1799 b,7.094570865,0.072502,4.0,1.642,0.0,0.227,-0.168,0.02842381,2.5704,0.0,-1.8,1.7,0.0,,0.957,1.01,5690.0,0.0157,-0.064,0.0,7.73,Transit,0.0,123.0,-123.0,0.046,-0.046,0.002987,-0.003255,0.019,-0.019,1.75,0.1975,123.0,0.046,0.003121,0.019,1456.8807277635467,727.3840941596045,911.8033990403044,35.409896800441935,39.49183769146575,22.76999800191782
TOI-1801 b,10.64387,0.075,5.738,2.079,0.0,0.124,-0.11,0.124,2.6991119,0.0,-1.428,1.455,0.0,89.507,0.547,0.556,3863.0,0.034,-0.19,0.0,8.649,Transit,0.0,77.0,-77.0,0.025,-0.023,0.001,-0.001,0.026,-0.026,1.4415,0.11699999999999999,77.0,0.024,0.001,0.026,1303.652607979917,358.87140014848615,460.1460567286586,13.97985298049261,56.53202224527324,17.911117664252902
TOI-1803 b,6.293287,0.06,10.32,2.99,0.0,0.08,-0.08,0.181,2.59,0.0,-0.48,1.66,0.0,88.9,0.715,0.756,4687.0,0.038,0.014,0.0,10.283,Transit,0.0,65.0,-65.0,0.005,-0.005,0.001,-0.001,0.02,-0.02,1.0699999999999998,0.08,65.0,0.005,0.001,0.02,1133.5681453075329,132.2611983834229,713.641856363173,11.812776632394126,40.62674872141546,5.412255735935114
TOI-1824 b,22.808533,0.151,16.0,2.7438269,0.0,0.08672208,-0.07211466,0.0977,4.1100011,0.0,-2.6,2.6,0.0,,0.8123,0.8801,5165.0,0.03096796,0.124,0.0,8.283,Transit,0.0,57.0,-57.0,0.0121,-0.0105,0.003,-0.003,0.03,-0.03,2.6,0.07941837,57.0,0.011300000000000001,0.003,0.03,2086.9732194944145,360.0095868361125,528.3820358313947,8.663676318236687,28.723398824505097,5.387459064395529
TOI-1853 b,1.2436258,0.0213,73.2,3.46,0.0,0.08,-0.08,0.179,1.19,0.0,-2.7,2.7,0.03,84.7,0.808,0.837,4985.0,,0.11,0.0,10.582,Transit,0.0,70.0,-70.0,0.013,-0.013,0.0005,-0.0005,0.021,-0.021,2.7,0.08,70.0,0.013,0.0005,0.021,6004.394189579063,355.169715310665,1354.2193230168205,27.072718450143146,11.491943172991586,1.0084484245007201
TOI-2000 b,3.09833,0.04271,11.0,2.7,0.0,0.15,-0.15,0.0496,1.959,0.0,-2.4,2.4,0.0,84.59,1.134,1.082,5611.0,0.02182,0.439,0.0,9.715,Transit,0.0,85.0,-82.0,0.037,-0.036,0.00076,-0.00067,0.028,-0.028,2.4,0.15,83.5,0.0365,0.000715,0.028,1481.7518201436428,362.7992544095954,1275.2342702319897,29.92108694952154,25.49370867176247,7.221601911551695
TOI-2015 b,3.348237,0.029322,9.2,3.309,0.0,0.013,-0.011,0.87,0.9876,0.0,-0.35,0.32,0.0789,87.61,0.3273,0.3041,3297.0,0.09278,-0.31,0.0,11.118,Transit,0.0,14.0,-28.0,0.0029,-0.0051,3e-06,-3e-06,0.022,-0.022,0.33499999999999996,0.012,21.0,0.004,3e-06,0.022,825.0962353491194,30.634468417644587,485.8510214454358,4.28848974299215,136.6229168997521,6.440519673134637
TOI-2076 b,10.355235,0.0682,16.1,2.39,0.0,0.1,-0.1,0.1047,3.245,0.0,-8.2,8.3,0.0,89.65,0.774,0.883,5201.0,0.02881,0.017,0.0,7.613,Transit,0.0,66.0,-61.0,0.015,-0.015,0.0013,-0.0013,0.019,-0.019,8.25,0.1,63.5,0.015,0.0013,0.019,2767.836210189203,1437.0891175034533,772.8106738708987,14.11929380699103,41.374195514214314,21.90275702441276
TOI-2093 c,53.81149,0.257,15.8,2.3,0.0,0.12,-0.12,0.0841,4.68,0.0,-3.8,3.6,0.0,89.577,0.729,0.745,4426.0,0.029,-0.08,0.0,9.715,Transit,0.0,85.0,-85.0,0.029,-0.029,0.017,-0.018,0.021,-0.021,3.7,0.12,85.0,0.029,0.0175,0.021,2932.9977341086965,751.9432688038481,328.7884683938566,14.420364723505815,6.8447641255492755,2.026849290067472
TOI-2128 b,16.34136,0.127,4.5,2.08874836,0.0,0.08866263,-0.07642236,0.03720971,4.6981114,0.0,-2.0,2.0,0.0,,1.1174,1.0251,5968.0,0.0171376,-0.07,0.0,6.117,Transit,0.0,86.0,-84.0,0.0239,-0.0227,0.003,-0.003,0.027,-0.027,2.0,0.082542495,85.0,0.0233,0.003,0.027,1012.8627105805498,457.2236092331764,780.799007348028,16.58263345955022,95.3977903665075,44.123985816632604
TOI-2134 b,9.2292005,0.078,9.13,2.69,0.0,0.16,-0.16,0.1606,2.995,0.0,-0.76,0.78,0.06,89.49,0.709,0.744,4580.0,0.03475,0.12,0.0,6.776,Transit,0.0,50.0,-50.0,0.017,-0.017,0.0009,-0.0009,0.023,-0.023,0.77,0.16,50.0,0.017,0.0009,0.023,1239.0149027989025,180.67564028815664,609.0448276575122,10.481852643976474,143.65256881261675,29.3210330220961
TOI-2136 b,7.851928,0.057,6.37,2.19,0.0,0.17,-0.17,0.38739591,1.66,0.0,-2.29,2.45,0.0,89.4,0.34,0.34,3342.0,0.0591,0.03,0.0,10.184,Transit,0.0,100.0,-100.0,0.02,-0.02,0.006,-0.006,0.024,-0.024,2.37,0.17,100.0,0.02,0.006,0.024,1304.2520115312702,525.8076532452808,360.0115558965495,24.231942168684803,59.445921614795935,27.316101051383512
TOI-2141 b,18.261608,0.1322,20.1,3.147,0.0,0.043,-0.042,0.0971,4.9,0.0,-1.5,1.6,0.21,88.755,0.95,0.896,5635.0,0.03037,-0.14,0.0,8.268,Transit,0.0,61.0,-61.0,0.007,-0.007,0.003,-0.003,0.024,-0.024,1.55,0.042499999999999996,61.0,0.007,0.003,0.024,1993.0256320409685,162.84576944304743,666.2664740256004,10.732892476668834,32.531560088215166,2.9435062643349443
TOI-2196 b,1.1947268,0.02234,26.0,3.51,0.0,0.15,-0.15,0.11272345,1.504,0.0,-1.3,1.3,0.0,81.11,1.043,1.032,5634.0,0.0308,0.14,0.0,10.743,Transit,0.0,31.0,-31.0,0.017,-0.017,0.0006,-0.0006,0.024,-0.024,1.3,0.15,31.0,0.017,0.0006,0.024,2072.3801680330666,205.20891666348527,1697.951877408082,28.260788524145966,23.600148283706016,3.3706417507054276
TOI-220 b,10.695264,0.08911,13.8,3.03,0.0,0.15,-0.15,0.092,2.239,0.0,-1.0,1.0,0.032,87.88,0.858,0.825,5298.0,0.03235,-0.217,0.0,9.03,Transit,0.0,65.0,-65.0,0.032,-0.032,0.001,-0.001,0.024,-0.024,1.0,0.15,65.0,0.032,0.001,0.024,1476.060443768048,181.10460550926726,725.1040670904728,16.68929640221532,39.726886915520545,7.273769242562529
TOI-2322 c,20.225528,0.1362,18.1,1.874,0.0,0.066,-0.057,0.0712149,2.307,0.0,-5.36,4.34,0.0,88.98,0.662,0.703,4664.0,,-0.12,0.0,9.093,Transit,0.0,14.0,-14.0,0.004,-0.004,0.009,-0.0143,0.022,-0.022,4.85,0.0615,14.0,0.004,0.01165,0.022,5061.15588974858,1396.257843936601,453.5309688446958,19.492539704157,7.199323662581146,2.081452942093093
TOI-2345 b,1.0528573,0.01705,3.49,1.504,0.0,0.047,-0.044,0.03585076,1.5288415,0.0,-0.85,0.85,,86.9,0.729,0.727,4687.0,0.01891,-0.1,0.0,9.509,Transit,0.0,60.0,-60.0,0.007,-0.007,0.00022,-0.00023,0.026,-0.026,0.85,0.0455,60.0,0.007,0.000225,0.026,1515.0957047838813,380.22250169574966,1351.7752514727697,20.52127830354524,39.16860112373175,10.236256067696186
TOI-2345 c,21.064302,0.1257,7.27,2.451,0.0,0.045,-0.046,0.09616559,4.6130523,0.0,-2.45,2.27,,89.914,0.729,0.727,4687.0,0.03082,-0.1,0.0,9.509,Transit,0.0,60.0,-60.0,0.007,-0.007,0.0016,-0.0017,0.026,-0.026,2.3600000000000003,0.0455,60.0,0.007,0.00165,0.026,1188.3875707423801,388.29140594546084,497.8506103143316,7.550306075327822,29.97160878936892,9.905287622317779
TOI-238 b,1.273099,0.0212,3.37,1.559,0.0,0.047,-0.047,0.0414,1.587,0.0,-0.49,0.49,0.18,85.78,0.756,0.781,5059.0,0.01891,-0.114,0.0,9.214,Transit,0.0,89.0,-89.0,0.007,-0.007,0.00038,-0.00038,0.024,-0.024,0.49,0.047,89.0,0.007,0.00038,0.024,1361.5951100369514,214.32401027381357,1332.4950725669019,27.02201854097352,47.43522998271026,8.243027620589377
TOI-238 c,8.465651,0.0749,6.7,2.18,0.0,0.18,-0.18,,,0.0,-1.1,1.1,0.36,87.938,0.733,0.79,5059.0,0.0267,-0.114,0.0,9.214,Radial Velocity,0.0,89.0,-89.0,0.015,-0.015,0.0013,-0.0013,0.024,-0.024,1.1,0.18,89.0,0.015,0.0013,0.024,1384.4335905164842,322.3834583552655,698.0454858253878,15.443961672518709,36.35306197631859,10.942209981413471
TOI-244 b,7.397225,0.0559,2.68,1.52,0.0,0.12,-0.12,0.106,1.7,0.0,-0.3,0.3,,88.32,0.426,0.428,3433.0,0.0326,-0.39,0.0,8.827,Transit,0.0,100.0,-100.0,0.025,-0.025,0.0013,-0.0013,0.023,-0.023,0.3,0.12,100.0,0.025,0.0013,0.023,1139.0897152996088,220.4701548130995,418.00421788854214,17.95329177484502,65.27215941131195,18.957897545970823
TOI-2443 b,15.66858,0.105,4.8,2.363,0.0,0.066,-0.066,0.13933815,4.548,0.0,-1.1,1.1,0.301,89.72,0.631,0.642,4375.0,0.03436,-0.29,0.0,7.26,Transit,0.0,65.0,-65.0,0.014,-0.014,0.0025,-0.0025,0.021,-0.021,1.1,0.066,65.0,0.014,0.0025,0.021,844.158711541944,199.11740056562215,473.0489169237217,10.42344632392082,145.33419406171032,36.21316562600046
TOI-2458 b,3.73659,0.0482,13.31,2.83,0.0,0.2,-0.18,0.03918,2.13,0.0,-0.96,0.99,0.087,84.03,1.31,1.05,6005.0,0.0198,-0.1,0.0,8.196,Transit,0.0,50.0,-50.0,0.03,-0.03,0.0025,-0.0027,0.02,-0.02,0.975,0.19,50.0,0.03,0.0026,0.02,1631.9824982588193,249.62383057506264,1380.8073988414917,42.06077296900539,40.25146900896978,8.914031273135533
TOI-260 b,13.475853,0.0943,4.23,1.71,0.0,0.08,-0.08,0.07089462,2.37,0.0,-1.6,1.6,0.0,88.84,0.607,0.616,4026.0,0.0258,-0.47,0.0,7.376,Transit,0.0,14.0,-14.0,0.014,-0.014,0.0016,-0.0016,0.02,-0.02,1.6,0.08,14.0,0.014,0.0016,0.02,1420.5563282011703,553.521992887952,450.52638947074905,6.637479230003845,60.976341191679815,24.783833714969965
TOI-269 b,3.6977104,0.0345,8.8,2.77,0.0,0.12,-0.12,0.47556707,0.9308263,0.0,-1.4,1.4,0.425,88.14,0.398,0.3917,3514.0,0.0638,-0.29,0.0,10.909,Transit,0.0,70.0,-70.0,0.012,-0.012,0.0015,-0.0015,0.026,-0.026,1.4,0.12,70.0,0.012,0.0015,0.026,1126.246479828712,204.0243210495351,526.4313090784765,17.433350278302346,67.5992957111911,14.667153549038254
TOI-270 c,5.66051,0.04526,6.2,2.33,0.0,0.01,-0.01,0.38561061,1.682,0.0,-0.31,0.31,0.0044,89.36,0.38,0.386,3506.0,0.056,-0.17,0.0,9.099,Transit,0.0,70.0,-70.0,0.008,-0.008,0.00031,-0.00031,0.032,-0.032,0.31,0.01,70.0,0.008,0.00031,0.032,1121.4764545781475,56.89412371783786,448.0788038258526,10.229195450758844,120.79079113650162,8.691031361445653
TOI-270 d,11.38194,0.0721,4.2,2.0,0.0,0.05,-0.05,0.31470462,2.117,0.0,-0.16,0.16,0.0066,89.68,0.38,0.386,3506.0,0.0491,-0.17,0.0,9.099,Transit,0.0,70.0,-70.0,0.008,-0.008,0.0005,-0.0005,0.032,-0.032,0.16,0.05,70.0,0.008,0.0005,0.032,1031.097209753592,64.81368442985055,355.0128252545304,8.1068818515895,89.34866979763221,8.748747098566048
TOI-283 b,17.61745,0.123,6.54,2.34,0.0,0.09,-0.09,0.0722,3.615,0.0,-2.04,2.04,0.0,89.12,0.85,0.8,5213.0,0.0252,-0.09,0.0,9.001,Transit,0.0,70.0,-70.0,0.03,-0.03,0.004,-0.004,0.027,-0.027,2.04,0.09,70.0,0.03,0.004,0.027,1172.887468177176,376.8152984763889,604.4391651981927,16.620669322208396,32.71561695502319,11.166777062517427
TOI-286 c,39.361826,0.213,3.72,1.88,0.0,0.12,-0.12,0.0552,4.97,0.0,-2.22,2.22,0.0,89.69,0.78,0.832,5152.0,,-0.05,0.0,8.357,Transit,0.0,12.0,-12.0,0.036,-0.036,0.0042,-0.0042,0.024,-0.024,2.22,0.12,12.0,0.036,0.0042,0.024,1033.564428065749,630.7592336867821,434.85184695970503,10.95940928603983,34.28098299367,21.737648138168055
TOI-3261 b,0.8831331,0.01714,30.3,3.82,0.0,0.42,-0.35,0.20680675,1.618,0.0,-2.4,2.2,0.0,87.8,0.849,0.861,5068.0,0.0411,0.138,0.0,11.664,Transit,0.0,61.0,-42.0,0.024,-0.017,0.00013,-0.0002,0.022,-0.022,2.3,0.385,51.5,0.0205,0.000165,0.022,2039.0422056317534,439.18858841050223,1573.2328551441776,25.955387647895765,23.88553960290534,7.549043070980009
TOI-332 b,0.777038,0.0159,57.2,3.2,0.0,0.16,-0.11,0.083,1.52,0.0,-1.6,1.6,0.0,86.4,0.87,0.88,5251.0,0.0341,0.256,0.0,10.776,Transit,0.0,71.0,-71.0,0.03,-0.02,0.0001,-0.0001,0.022,-0.022,1.6,0.135,71.0,0.025,0.0001,0.022,5485.375781055196,487.59946151027253,1713.2117623787012,34.22767116857189,11.610112233864335,1.6665764506762641
TOI-4010 b,1.348335,0.0229,11.0,3.02,0.0,0.08,-0.08,0.12063536,1.77,0.0,-1.27,1.29,0.03,88.1,0.83,0.88,4960.0,0.033,0.37,0.0,10.649,Transit,0.0,36.0,-36.0,0.01,-0.01,0.0002,-0.0002,0.027,-0.027,1.28,0.08,36.0,0.01,0.0002,0.027,1184.374673133542,151.4304900069482,1317.0763351309454,13.689884717716952,45.44570815157836,6.53838599100328
TOI-406.01,13.175682,0.0809,6.57,2.08,0.0,0.16,-0.15,0.24793477,2.17,0.0,-0.9,1.0,0.056,89.4,0.41,0.408,3392.0,0.0466,-0.02,0.0,9.695,Transit,0.0,44.0,-44.0,0.029,-0.027,0.0031,-0.0031,0.023,-0.023,0.95,0.155,44.0,0.028,0.0031,0.023,1491.2450399939023,309.6646884293173,336.80728471419775,13.892320028307992,39.79320719342007,12.027512908312971
TOI-421 b,5.197576,0.0554,6.7,2.64,0.0,0.08,-0.08,0.04374376,1.09,0.0,-0.6,0.6,0.13,85.68,0.866,0.833,5291.0,0.0279,-0.044,0.0,8.547,Transit,0.0,64.0,-64.0,0.006,-0.006,0.001,-0.001,0.02,-0.02,0.6,0.08,64.0,0.006,0.001,0.02,944.0114490889778,102.07858210967979,922.6772025132932,14.287194685748435,83.12306128607035,10.774197412380111
TOI-431 d,12.46103,0.098,9.9,3.29,0.0,0.09,-0.09,0.20781426,3.3195777,0.0,-1.49,1.53,0.0,89.7,0.731,0.78,4850.0,0.041,0.2,0.0,7.305,Transit,0.0,75.0,-75.0,0.022,-0.022,0.002,-0.002,0.026,-0.026,1.51,0.09,75.0,0.022,0.002,0.026,898.1600033224416,145.53871028328558,584.2454707109282,13.944933480286126,174.14983577432912,32.26945265241776
TOI-4438 b,7.44628,0.0534,5.4,2.52,0.0,0.13,-0.13,0.40457242,2.021,0.0,-1.1,1.1,0.14,89.34,0.372,0.368,3422.0,0.062,-0.19,0.0,9.695,Transit,0.0,81.0,-81.0,0.018,-0.018,0.0037,-0.0037,0.021,-0.021,1.1,0.13,81.0,0.018,0.0037,0.021,835.0317539306707,190.6730560409471,398.37200521627,19.29467562934845,123.7033154366538,34.38219002725376
TOI-480 b,6.866196,0.077,20.8,2.85372018,0.0,0.13233983,-0.10240654,0.03340146,3.5709418,0.0,-4.2,4.4,0.0,,1.4877,1.2793,6174.0,0.01758631,0.164,0.0,6.316,Transit,0.0,90.0,-119.0,0.0443,-0.0338,0.001,-0.001,0.03,-0.03,4.300000000000001,0.11737318499999999,104.5,0.03905,0.001,0.03,2508.13480466252,558.0488958978652,1196.9800417035954,26.789253499609767,42.192666883509006,10.455810459095984
TOI-5076 b,23.443162,0.1481,16.14568308,3.48935569,0.0,0.09975993,-0.09415544,0.1439,4.882,0.0,-2.47906157,2.47906157,0.0,89.84,0.844,0.789,4780.0,0.03793,0.082,0.0,9.164,Transit,0.0,120.0,-120.0,0.02,-0.019,0.0028,-0.003,0.025,-0.025,2.47906157,0.096957685,120.0,0.0195,0.0029,0.025,1302.195686600507,212.6368338338642,503.30304244195764,14.75588294609159,34.97308424260549,6.415609996523851
TOI-521 b,1.54285047,0.0195,5.3,1.98,0.0,0.14,-0.14,0.21544856,1.18,0.0,-1.0,1.0,0.0,88.6,0.421,0.42,3544.0,0.0431,-0.12,0.0,10.921,Transit,0.0,100.0,-100.0,0.028,-0.028,0.0003,-0.0003,0.022,-0.022,1.0,0.14,100.0,0.028,0.0003,0.022,1327.5650229310997,313.0290703666,726.3156808218597,32.165150010429485,49.48248197251708,15.675291710970262
TOI-5398 c,4.77271,0.057,11.8,3.52,0.0,0.19,-0.19,0.092,3.127,0.0,-4.7,4.8,0.14,88.4,1.051,1.146,6000.0,0.0308,0.09,0.0,9.026,Transit,0.0,75.0,-75.0,0.013,-0.013,0.003,-0.003,0.021,-0.021,4.75,0.19,75.0,0.013,0.003,0.021,935.2053721385209,389.7625281490228,1136.3788590153822,33.84463404529471,76.22082870779379,33.2111921145354
TOI-544 b,1.548352,0.0225,2.89,2.018,0.0,0.076,-0.076,0.09264111,1.21,0.0,-0.48,0.48,0.0,,0.623,0.631,4169.0,0.0297,-0.17,0.0,8.592,Transit,0.0,70.0,-70.0,0.012,-0.012,0.0002,-0.0002,0.026,-0.026,0.48,0.076,70.0,0.012,0.0002,0.026,696.8925655667219,127.09321165433157,967.5927919273252,19.21664400692021,170.82550732172933,35.16388404087042
TOI-561 c,10.778838,0.0889,5.93,2.865,0.0,0.041,-0.041,0.113,3.739,0.0,-0.67,0.67,0.023,89.61,0.843,0.806,5342.0,0.03115,-0.41,0.0,8.879,Transit,0.0,57.0,-54.0,0.005,-0.005,0.0013,-0.0013,0.02,-0.02,0.67,0.041,55.5,0.005,0.0013,0.02,709.4401337379564,82.68782246371772,725.5623780453545,9.465545095374008,86.8457882742011,10.637974991434803
TOI-561 d,25.71268,0.1587,13.33,2.615,0.0,0.059,-0.059,0.11514547,4.73,0.0,-0.98,0.98,0.111,89.51,0.843,0.806,5342.0,0.02842,-0.41,0.0,8.879,Transit,1.0,57.0,-54.0,0.005,-0.005,0.0024,-0.0024,0.02,-0.02,0.98,0.059,55.5,0.005,0.0024,0.02,1914.243034874913,165.12665912231265,543.0466921747086,7.161405573358399,21.643998676983912,2.20576241394019
